Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
5,9,3,60.5,16800000.0,Гольяново,Хабаровская ,23К2,Щёлковская,2382.1741598759377
8,20,3,94.5,95000000.0,Пресненский,Дружинниковская ,15,Краснопресненская,156.50015933587164
6,27,3,74.0,29499999.0,Лефортово, Крузенштерна,12к2,Авиамоторная,741.134025551192
4,6,3,90.0,93950000.0,Арбат,Новинский бульвар,18к2,Смоленская,617.9494101350342
2,29,3,111.6,45616028.0,Филевский парк,Береговой проезд,3,Шелепиха,952.0506677509127
4,35,3,61.7,18281710.0,Ярославский,проспект Мира,222,Ростокино,305.88761450043467
2,4,3,133.9,150000000.0,Арбат, Малая Молчановка,6,Арбатская,529.7062995315775
4,15,3,84.0,39900000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,459.93452700146565
2,16,3,89.6,44976960.0,Сокольники, Матросская Тишина,12,Сокольники,815.5442209425191
32,36,3,113.0,140000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,873.5683275783125
12,21,3,136.0,205767728.0,Пресненский, Костикова,4к3,Улица 1905 года,530.4892448022666
4,15,3,87.0,185000000.0,Хамовники,Олсуфьевский переулок,9к2,Фрунзенская,624.1714343866721
6,13,3,130.0,214500000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,913.2906695152038
7,9,3,160.8,291247439.0,Тверской,1-я Тверская-Ямская ,2А,Маяковская,2113.8256596887536
7,14,3,92.0,75000000.0,Раменки,проспект Генерала Дорохова,39к2Б,Минская,942.7293074561434
5,13,3,87.0,33806634.0,Очаково-Матвеевское,Очаково мкр,к5.5,Аминьевская,1656.8936055072336
8,13,3,92.1,96705000.0,Раменки,проспект Генерала Дорохова,39к1,Поклонная,2198.367365626462
22,32,3,129.5,100000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,1967.430675524703
48,51,3,99.0,44431200.0,Пресненский,Шмитовский проезд,39к4,Шелепиха,290.65961899577076
4,8,3,69.8,60455907.0,Хамовники,Смоленский бульвар,22/14,Смоленская,746.513403500819
2,7,3,137.0,630000000.0,Пресненский,Малая Бронная ,15Б,Пушкинская,739.2707974848316
45,78,3,123.0,83000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,369.7368421931055
4,15,3,84.6,185000000.0,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,599.5925134235815
3,6,3,174.47,183119030.0,Замоскворечье,Космодамианская набережная,4/22С9,Новокузнецкая,664.6670214388806
2,7,3,137.1,630000000.0,Пресненский,Малая Бронная ,15Б,Пушкинская,739.2707974848316
39,62,3,79.7,30890000.0,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,2250.773510146688
16,23,3,81.7,40246400.0,Басманный, Фридриха Энгельса,56С9,Бауманская,986.1243898933393
7,14,3,74.0,40000000.0,Даниловский,Г мкр,2,Крестьянская застава,2091.880760245376
2,3,3,193.0,300000000.0,Хорошево-Мневники,Таманская ,3с27,Карамышевская,2572.6845797764972
6,27,3,112.1,105249800.0,Замоскворечье,Шлюзовая набережная,2/1С1,Добрынинская,1253.232759394051
11,15,3,63.0,54900000.0,Раменки,Винницкая ,8к2,Раменки,422.9629125354627
26,30,3,122.4,47000000.0,Южнопортовый, 1-я Машиностроения,10,Дубровка,588.875820344852
6,6,3,242.9,852970000.0,Басманный,Потаповский переулок,5С4,Красные ворота,909.3419841714755
66,79,3,113.0,130000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,369.7368421931055
14,24,3,73.2,34000000.0,Раменки, Лобачевского,118к2,Аминьевская,466.7505957918338
3,3,3,172.0,325000000.0,Хорошево-Мневники,Таманская ,3с27,Карамышевская,2572.6845797764972
13,44,3,117.0,90000000.0,Раменки,Минская ,2,Минская,983.7131317627025
1,5,3,80.0,79000000.0,Хамовники,Пожарский переулок,10,Кропоткинская,388.7450931762746
6,19,3,109.4,72204000.0,Красносельский,проспект Академика Сахарова,7,Красные ворота,439.1206398744229
5,15,3,65.2,36000000.0,Беговой,Ленинградский проспект,29к3,Динамо,650.363027567069
3,23,3,104.0,38500000.0,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,766.8528208778883
20,21,3,89.07,36300000.0,Сокольники, Сокольнический Вал,3,Рижская,1235.1408506856499
4,5,3,157.0,89000000.0,Пресненский,Столярный переулок,3к34,Улица 1905 года,529.9467077961277
2,4,3,140.0,169396175.0,Мещанский,Рождественский бульвар,10/7С1,Трубная,316.2696907456935
18,21,3,181.8,287433072.0,Пресненский, Костикова,4к1,Улица 1905 года,464.45332523038036
10,13,3,96.7,99500000.0,Пресненский, Сергея Макеева,9к3,Улица 1905 года,764.6708140948888
7,11,3,91.0,32990000.0,Останкинский, Годовикова,11к2,Алексеевская,846.798933851949
16,23,3,92.8,49048400.0,Басманный, Фридриха Энгельса,56С9,Бауманская,986.1243898933393
8,14,3,92.1,96705000.0,Раменки,проспект Генерала Дорохова,39к1,Поклонная,2198.367365626462
3,8,3,169.0,194000000.0,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры,800.335185238078
14,20,3,132.5,125000000.0,Гагаринский, Косыгина,13к1,Воробьёвы горы,878.5998364504869
5,9,3,117.0,65000000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,291.94786629473634
7,26,3,84.3,34000000.0,Хорошево-Мневники,к5/1,к5/1,Шелепиха,2433.6551845546783
13,21,3,163.2,244950522.0,Пресненский, Костикова,4к1,Улица 1905 года,464.45332523038036
8,12,3,100.0,55000000.0,Аэропорт,Ленинградский проспект,36с30,Динамо,707.3950098288137
6,6,3,134.43,712579000.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,696.7476830509188
1,18,3,122.0,62000000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,808.148493100533
2,3,3,150.1,72000000.0,Таганский,Большой Дровяной переулок,18,Таганская,734.7036535092369
16,25,3,125.5,134285000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,557.8533689133363
2,13,3,120.0,160000000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,913.2906695152038
17,17,3,74.0,19490000.0,Марьино, Верхние Поля,40К1,Люблино,1372.4922662096108
26,36,3,123.0,147480000.0,Беговой,Ленинградский проспект,34А,Динамо,793.5191863982116
7,10,3,99.0,69900000.0,Раменки, Янковского,1к1,Аминьевская,554.1764427330208
5,6,3,110.85,388075000.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,696.7476830509188
7,11,3,110.0,113000000.0,Пресненский,Краснопресненская набережная,2/1,Краснопресненская,812.4342424449658
17,41,3,68.0,45900000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,974.4863778189932
14,42,3,68.0,45900000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,412.72374009006444
9,36,3,103.0,47000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,771.7168929746623
50,55,3,80.11,47500000.0,Марьина роща, 4-я Марьиной рощи,12С4,Марьина Роща,548.8313429334479
2,21,3,110.0,47500000.0,Пресненский,Красногвардейский бульвар,15С2,Улица 1905 года,1184.924955941049
8,11,3,55.1,49000000.0,Басманный, Казакова,7,Курская,553.4558343678414
4,12,3,83.5,52100000.0,Сокол, Врубеля,4к1,Сокол,806.5753194091337
7,24,3,66.0,54500000.0,Беговой,Верхняя ,20к1,Белорусская,530.18562872952
16,30,3,130.0,54900000.0,Сокол, Врубеля,8,Панфиловская,850.7983686291695
6,20,3,99.3,55000000.0,Хорошево-Мневники, Паршина,10,Серебряный Бор,10693.122425975236
18,36,3,102.0,57000000.0,Хорошево-Мневники,Шелепихинская набережная,42к3,Мнёвники,1927.3964066761198
20,58,3,92.5,57800000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,758.1723371206359
2,5,3,105.0,60000000.0,Арбат,Новинский бульвар,13С6,Смоленская,639.8428299777329
12,12,3,81.2,60700000.0,Сокол, Врубеля,4к1,Сокол,806.5753194091337
15,25,3,110.0,63000000.0,Раменки, Янковского,1к1,Аминьевская,554.1764427330208
16,16,3,123.0,63990000.0,Даниловский,Павелецкая набережная,6А,Крестьянская застава,2746.990441068372
23,41,3,77.0,67500000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,974.4863778189932
10,22,3,104.7,72500000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,11368.12582513754
3,13,3,105.0,75000000.0,Таганский, Рогожский Вал,11к1,Площадь Ильича,649.9381737121349
1,5,3,78.4,79000000.0,Хамовники,Пожарский переулок,10,Кропоткинская,388.7450931762746
